Elapsed time','ECG I','ECG I filtered'
2.152,0.165,0.085
2.153,0.16,0.095
2.154,0.185,0.1
2.155,0.18,0.11
2.156,0.195,0.12
2.157,0.2,0.125
2.158,0.21,0.13
2.159,0.205,0.135
2.16,0.2,0.14
2.161,0.2,0.14
2.162,0.2,0.14
2.163,0.2,0.145
2.164,0.215,0.145
2.165,0.225,0.15
2.166,0.25,0.155
2.167,0.26,0.165
2.168,0.27,0.17
2.169,0.255,0.18
2.17,0.255,0.185
2.171,0.26,0.19
2.172,0.26,0.19
2.173,0.245,0.19
2.174,0.26,0.19
2.175,0.27,0.19
2.176,0.265,0.185
2.177,0.27,0.185
2.178,0.255,0.185
2.179,0.265,0.185
2.18,0.26,0.19
2.181,0.245,0.195
2.182,0.24,0.195
2.183,0.235,0.195
2.184,0.24,0.195
2.185,0.255,0.19
2.186,0.235,0.19
2.187,0.24,0.18
2.188,0.24,0.175
2.189,0.22,0.165
2.19,0.2,0.155
2.191,0.18,0.145
2.192,0.165,0.135
2.193,0.15,0.125
2.194,0.155,0.11
2.195,0.155,0.1
2.196,0.15,0.09
2.197,0.135,0.075
2.198,0.12,0.06
2.199,0.09,0.05
2.2,0.085,0.04
2.201,0.07,0.03
2.202,0.05,0.02
2.203,0.04,0.01
2.204,0.045,0.005
2.205,0.045,0
2.206,0.04,-0.01
2.207,0.05,-0.015
2.208,0.045,-0.02
2.209,0.03,-0.025
2.21,0.01,-0.03
2.211,-0.005,-0.04
2.212,-0.015,-0.045
2.213,-0.025,-0.05
2.214,-0.015,-0.055
2.215,-0.01,-0.055
2.216,0,-0.06
2.217,0.005,-0.06
2.218,0.005,-0.065
2.219,-0.02,-0.065
2.22,-0.03,-0.07
2.221,-0.045,-0.08
2.222,-0.06,-0.085
2.223,-0.04,-0.095
2.224,-0.04,-0.1
2.225,-0.02,-0.105
2.226,-0.015,-0.11
2.227,-0.015,-0.11
2.228,-0.01,-0.11
2.229,-0.02,-0.11
2.23,-0.05,-0.105
2.231,-0.055,-0.105
2.232,-0.075,-0.1
2.233,-0.06,-0.1
2.234,-0.055,-0.1
2.235,-0.035,-0.1
2.236,-0.03,-0.105
2.237,-0.03,-0.105
2.238,-0.025,-0.105
2.239,-0.04,-0.105
2.24,-0.06,-0.105
2.241,-0.055,-0.105
2.242,-0.055,-0.105
2.243,-0.065,-0.105
2.244,-0.06,-0.11
2.245,-0.05,-0.11
2.246,-0.03,-0.115
2.247,-0.02,-0.115
2.248,-0.02,-0.115
2.249,-0.03,-0.12
2.25,-0.04,-0.12
2.251,-0.05,-0.115
2.252,-0.065,-0.115
2.253,-0.07,-0.11
2.254,-0.055,-0.11
2.255,-0.035,-0.105
2.256,-0.025,-0.105
2.257,-0.02,-0.105
2.258,-0.015,-0.105
2.259,-0.03,-0.105
2.26,-0.045,-0.105
2.261,-0.045,-0.11
2.262,-0.05,-0.11
2.263,-0.04,-0.11
2.264,-0.025,-0.11
2.265,-0.015,-0.105
2.266,-0.015,-0.105
2.267,0,-0.1
2.268,-0.01,-0.095
2.269,-0.035,-0.095
2.27,-0.055,-0.09
2.271,-0.04,-0.09
2.272,-0.065,-0.09
2.273,-0.04,-0.095
2.274,-0.05,-0.1
2.275,-0.035,-0.1
2.276,-0.01,-0.105
2.277,0.005,-0.105
2.278,-0.02,-0.105
2.279,-0.04,-0.105
2.28,-0.04,-0.1
2.281,-0.04,-0.09
2.282,-0.065,-0.085
2.283,-0.045,-0.08
2.284,-0.035,-0.075
2.285,-0.025,-0.07
2.286,-0.025,-0.07
2.287,-0.01,-0.075
2.288,-0.015,-0.08
2.289,-0.035,-0.085
2.29,-0.035,-0.09
2.291,-0.045,-0.095
2.292,-0.05,-0.095
2.293,-0.05,-0.095
2.294,-0.04,-0.09
2.295,-0.04,-0.09
2.296,-0.045,-0.085
2.297,-0.025,-0.085
2.298,-0.04,-0.085
2.299,-0.045,-0.085
2.3,-0.055,-0.085
2.301,-0.07,-0.09
2.302,-0.07,-0.09
2.303,-0.06,-0.09
2.304,-0.045,-0.09
2.305,-0.035,-0.09
2.306,-0.03,-0.085
2.307,-0.025,-0.08
2.308,-0.025,-0.08
2.309,-0.035,-0.08
2.31,-0.05,-0.08
2.311,-0.075,-0.085
2.312,-0.1,-0.09
2.313,-0.07,-0.095
2.314,-0.05,-0.1
2.315,-0.05,-0.1
2.316,-0.04,-0.105
2.317,-0.035,-0.105
2.318,-0.04,-0.11
2.319,-0.05,-0.105
2.32,-0.06,-0.105
2.321,-0.075,-0.105
2.322,-0.07,-0.105
2.323,-0.05,-0.1
2.324,-0.05,-0.1
2.325,-0.05,-0.095
2.326,-0.04,-0.095
2.327,-0.035,-0.095
2.328,-0.045,-0.095
2.329,-0.06,-0.095
2.33,-0.07,-0.1
2.331,-0.075,-0.1
2.332,-0.08,-0.105
2.333,-0.075,-0.105
2.334,-0.04,-0.105
2.335,-0.045,-0.11
2.336,-0.04,-0.11
2.337,-0.035,-0.11
2.338,-0.055,-0.11
2.339,-0.055,-0.11
2.34,-0.065,-0.115
2.341,-0.075,-0.115
2.342,-0.075,-0.115
2.343,-0.06,-0.12
2.344,-0.065,-0.12
2.345,-0.06,-0.12
2.346,-0.055,-0.115
2.347,-0.045,-0.11
2.348,-0.045,-0.105
2.349,-0.06,-0.1
2.35,-0.08,-0.095
2.351,-0.07,-0.09
2.352,-0.075,-0.09
2.353,-0.06,-0.09
2.354,-0.055,-0.09
2.355,-0.065,-0.095
2.356,-0.045,-0.1
2.357,-0.045,-0.105
2.358,-0.05,-0.105
2.359,-0.065,-0.11
2.36,-0.065,-0.11
2.361,-0.075,-0.105
2.362,-0.08,-0.105
2.363,-0.065,-0.1
2.364,-0.055,-0.095
2.365,-0.05,-0.095
2.366,-0.05,-0.09
2.367,-0.04,-0.09
2.368,-0.06,-0.09
2.369,-0.065,-0.095
2.37,-0.075,-0.095
2.371,-0.085,-0.1
2.372,-0.08,-0.105
2.373,-0.065,-0.11
2.374,-0.06,-0.11
2.375,-0.055,-0.115
2.376,-0.05,-0.11
2.377,-0.035,-0.11
2.378,-0.065,-0.105
2.379,-0.07,-0.1
2.38,-0.055,-0.095
2.381,-0.085,-0.09
2.382,-0.07,-0.085
2.383,-0.065,-0.085
2.384,-0.045,-0.09
2.385,-0.06,-0.095
2.386,-0.05,-0.105
2.387,-0.045,-0.11
2.388,-0.07,-0.115
2.389,-0.08,-0.12
2.39,-0.075,-0.125
2.391,-0.085,-0.12
2.392,-0.09,-0.115
2.393,-0.07,-0.11
2.394,-0.05,-0.105
2.395,-0.055,-0.095
2.396,-0.045,-0.09
2.397,-0.04,-0.085
2.398,-0.05,-0.085
2.399,-0.075,-0.085
2.4,-0.075,-0.085
2.401,-0.09,-0.09
2.402,-0.09,-0.09
2.403,-0.075,-0.095
2.404,-0.07,-0.095
2.405,-0.06,-0.095
2.406,-0.045,-0.095
2.407,-0.05,-0.095
2.408,-0.065,-0.095
2.409,-0.08,-0.09
2.41,-0.075,-0.09
2.411,-0.075,-0.09
2.412,-0.065,-0.09
2.413,-0.065,-0.09
2.414,-0.065,-0.09
2.415,-0.065,-0.09
2.416,-0.05,-0.095
2.417,-0.065,-0.095
2.418,-0.075,-0.095
2.419,-0.075,-0.1
2.42,-0.075,-0.1
2.421,-0.085,-0.1
2.422,-0.075,-0.1
2.423,-0.06,-0.095
2.424,-0.04,-0.09
2.425,-0.04,-0.085
2.426,-0.03,-0.08
2.427,-0.03,-0.075
2.428,-0.045,-0.065
2.429,-0.055,-0.06
2.43,-0.055,-0.06
2.431,-0.05,-0.055
2.432,-0.045,-0.055
2.433,-0.04,-0.055
2.434,-0.035,-0.055
2.435,-0.015,-0.055
2.436,0,-0.055
2.437,-0.005,-0.05
2.438,-0.015,-0.05
2.439,-0.02,-0.05
2.44,-0.02,-0.045
2.441,-0.015,-0.04
2.442,0,-0.035
2.443,-0.01,-0.035
2.444,0.005,-0.03
2.445,0.01,-0.025
2.446,0.01,-0.025
2.447,-0.005,-0.025
2.448,-0.01,-0.025
2.449,-0.015,-0.025
2.45,-0.015,-0.03
2.451,-0.025,-0.03
2.452,-0.02,-0.035
2.453,-0.01,-0.04
2.454,0.01,-0.04
2.455,0,-0.045
2.456,-0.005,-0.045
2.457,-0.03,-0.05
2.458,-0.045,-0.05
2.459,-0.06,-0.055
2.46,-0.065,-0.06
2.461,-0.08,-0.06
2.462,-0.08,-0.065
2.463,-0.07,-0.07
2.464,-0.065,-0.07
2.465,-0.05,-0.075
2.466,-0.045,-0.075
2.467,-0.06,-0.075
2.468,-0.065,-0.075
2.469,-0.075,-0.08
2.47,-0.09,-0.08
2.471,-0.105,-0.08
2.472,-0.085,-0.08
2.473,-0.065,-0.085
2.474,-0.065,-0.09
2.475,-0.07,-0.09
2.476,-0.055,-0.095
2.477,-0.06,-0.1
2.478,-0.075,-0.1
2.479,-0.095,-0.105
2.48,-0.105,-0.105
2.481,-0.12,-0.105
2.482,-0.11,-0.105
2.483,-0.075,-0.105
2.484,-0.08,-0.105
2.485,-0.07,-0.105
2.486,-0.06,-0.1
2.487,-0.08,-0.1
2.488,-0.095,-0.1
2.489,-0.11,-0.1
2.49,-0.1,-0.1
2.491,-0.09,-0.095
2.492,-0.095,-0.095
2.493,-0.085,-0.09
2.494,-0.075,-0.085
2.495,-0.075,-0.085
2.496,-0.065,-0.085
2.497,-0.08,-0.085
2.498,-0.1,-0.085
2.499,-0.1,-0.085
2.5,-0.1,-0.09
2.501,-0.1,-0.095
2.502,-0.09,-0.095
2.503,-0.09,-0.1
2.504,-0.08,-0.1
2.505,-0.095,-0.105
2.506,-0.09,-0.105
2.507,-0.1,-0.11
2.508,-0.105,-0.115
2.509,-0.125,-0.115
2.51,-0.145,-0.12
2.511,-0.145,-0.115
2.512,-0.115,-0.11
2.513,-0.075,-0.09
2.514,-0.02,-0.065
2.515,0.035,-0.02
2.516,0.09,0.03
2.517,0.12,0.1
2.518,0.18,0.175
2.519,0.245,0.26
2.52,0.325,0.35
2.521,0.425,0.435
2.522,0.555,0.51
2.523,0.64,0.57
2.524,0.65,0.605
2.525,0.645,0.61
2.526,0.595,0.59
2.527,0.52,0.54
2.528,0.425,0.465
2.529,0.335,0.365
2.53,0.245,0.26
2.531,0.13,0.15
2.532,0.02,0.045
2.533,-0.09,-0.04
2.534,-0.165,-0.105
2.535,-0.17,-0.145
2.536,-0.145,-0.165
2.537,-0.125,-0.165
2.538,-0.125,-0.15
2.539,-0.115,-0.135
2.54,-0.105,-0.115
2.541,-0.095,-0.095
2.542,-0.07,-0.085
2.543,-0.06,-0.075
2.544,-0.04,-0.075
2.545,-0.04,-0.075
2.546,-0.035,-0.075
2.547,-0.055,-0.07
2.548,-0.07,-0.07
2.549,-0.085,-0.065
2.55,-0.085,-0.06
2.551,-0.08,-0.055
2.552,-0.065,-0.05
2.553,-0.05,-0.05
2.554,-0.035,-0.05
2.555,-0.025,-0.05
2.556,-0.025,-0.05
2.557,-0.03,-0.05
2.558,-0.025,-0.05
2.559,-0.06,-0.045
2.56,-0.075,-0.045
2.561,-0.07,-0.045
2.562,-0.06,-0.045
2.563,-0.05,-0.045
2.564,-0.05,-0.045
2.565,-0.03,-0.045
2.566,-0.03,-0.045
2.567,-0.04,-0.04
2.568,-0.05,-0.04
2.569,-0.05,-0.035
2.57,-0.06,-0.035
2.571,-0.05,-0.03
2.572,-0.045,-0.03
2.573,-0.03,-0.03
2.574,-0.015,-0.03
2.575,-0.01,-0.03
2.576,-0.03,-0.03
2.577,-0.035,-0.03
2.578,-0.035,-0.03
2.579,-0.04,-0.03
2.58,-0.04,-0.025
2.581,-0.03,-0.02
2.582,-0.015,-0.015
2.583,-0.01,-0.01
2.584,-0.005,-0.005
2.585,0.01,-0.005
2.586,0.005,0
2.587,-0.02,0
2.588,-0.03,0
2.589,-0.04,0
2.59,-0.045,0
2.591,-0.045,0
2.592,-0.02,0
2.593,-0.01,0
2.594,0.005,0.005
2.595,0.02,0.005
2.596,0.015,0.01
2.597,0,0.015
2.598,-0.005,0.015
2.599,-0.015,0.02
2.6,-0.01,0.02
2.601,0.005,0.02
2.602,0.015,0.025
2.603,0.02,0.025
2.604,0.03,0.025
2.605,0.05,0.025
2.606,0.035,0.03
2.607,0.02,0.035
2.608,0.025,0.04
2.609,0.03,0.045
2.61,0.03,0.05
2.611,0.05,0.055
2.612,0.06,0.06
2.613,0.08,0.065
2.614,0.085,0.07
2.615,0.11,0.075
2.616,0.1,0.08
2.617,0.08,0.085
2.618,0.075,0.09
2.619,0.07,0.095
2.62,0.08,0.1
2.621,0.095,0.105
2.622,0.115,0.115
2.623,0.125,0.12
2.624,0.15,0.13
2.625,0.16,0.135
2.626,0.16,0.145
2.627,0.16,0.15
2.628,0.145,0.16
2.629,0.145,0.165
2.63,0.135,0.17
2.631,0.16,0.175
2.632,0.175,0.175
2.633,0.185,0.18
2.634,0.19,0.185
2.635,0.195,0.185
2.636,0.19,0.185
2.637,0.185,0.185
2.638,0.175,0.185
2.639,0.17,0.185
2.64,0.165,0.185
2.641,0.18,0.185
2.642,0.175,0.185
2.643,0.175,0.185
2.644,0.17,0.185
2.645,0.175,0.18
2.646,0.155,0.18
2.647,0.145,0.18
2.648,0.13,0.175
2.649,0.115,0.17
2.65,0.105,0.165
2.651,0.11,0.155
2.652,0.115,0.145
2.653,0.11,0.135
2.654,0.11,0.125
2.655,0.105,0.115
2.656,0.08,0.105
2.657,0.065,0.1
2.658,0.045,0.09
2.659,0.015,0.08
2.66,0.01,0.07
2.661,0.015,0.06
2.662,0.015,0.05
2.663,0.015,0.035
2.664,0,0.025
2.665,0.015,0.015
2.666,0.015,0.005
2.667,-0.02,0
2.668,-0.035,-0.005
2.669,-0.045,-0.005
2.67,-0.04,-0.005
2.671,-0.04,-0.005
2.672,-0.035,-0.005
2.673,-0.04,-0.005
2.674,-0.025,-0.01
2.675,-0.02,-0.015
2.676,-0.045,-0.015
2.677,-0.05,-0.02
2.678,-0.065,-0.025
2.679,-0.07,-0.03
2.68,-0.065,-0.035
2.681,-0.045,-0.035
2.682,-0.045,-0.035
2.683,-0.055,-0.035
2.684,-0.045,-0.03
2.685,-0.045,-0.03
2.686,-0.055,-0.025
2.687,-0.07,-0.025
2.688,-0.08,-0.025
2.689,-0.085,-0.025
2.69,-0.085,-0.03
2.691,-0.085,-0.035
2.692,-0.06,-0.04
2.693,-0.065,-0.045
2.694,-0.045,-0.05
2.695,-0.05,-0.055
2.696,-0.06,-0.06
2.697,-0.075,-0.065
2.698,-0.09,-0.065
2.699,-0.085,-0.06
2.7,-0.07,-0.06
2.701,-0.065,-0.055
2.702,-0.06,-0.05
2.703,-0.04,-0.05
2.704,-0.045,-0.045
2.705,-0.05,-0.04
2.706,-0.055,-0.04
2.707,-0.06,-0.035
2.708,-0.07,-0.035
2.709,-0.08,-0.03
2.71,-0.075,-0.03
2.711,-0.06,-0.03
2.712,-0.065,-0.03
2.713,-0.05,-0.03
2.714,-0.03,-0.035
2.715,-0.04,-0.035
2.716,-0.055,-0.04
2.717,-0.055,-0.04
2.718,-0.055,-0.04
2.719,-0.06,-0.04
2.72,-0.06,-0.035
2.721,-0.045,-0.035
2.722,-0.025,-0.03
2.723,-0.02,-0.025
2.724,-0.01,-0.02
2.725,-0.025,-0.015
2.726,-0.055,-0.015
2.727,-0.06,-0.015
2.728,-0.065,-0.01
2.729,-0.065,-0.01
2.73,-0.055,-0.01
2.731,-0.045,-0.01
2.732,-0.035,-0.01
2.733,-0.025,-0.01
2.734,-0.025,-0.01
2.735,-0.035,-0.01
2.736,-0.05,-0.01
2.737,-0.045,-0.015
2.738,-0.05,-0.02
2.739,-0.055,-0.02
2.74,-0.05,-0.025
2.741,-0.04,-0.025
2.742,-0.025,-0.03
2.743,-0.02,-0.03
2.744,-0.015,-0.025
2.745,-0.02,-0.025
2.746,-0.035,-0.025
2.747,-0.035,-0.025
2.748,-0.045,-0.025
2.749,-0.055,-0.025
2.75,-0.045,-0.025
2.751,-0.035,-0.03
2.752,-0.035,-0.03
2.753,-0.03,-0.035
2.754,-0.025,-0.035
2.755,-0.03,-0.035
2.756,-0.045,-0.035
2.757,-0.04,-0.035
2.758,-0.05,-0.03
2.759,-0.055,-0.025
2.76,-0.06,-0.02
2.761,-0.04,-0.02
2.762,-0.03,-0.015
2.763,-0.03,-0.015
2.764,-0.03,-0.015
2.765,-0.05,-0.015
2.766,-0.055,-0.015
2.767,-0.06,-0.015
2.768,-0.06,-0.02
2.769,-0.07,-0.02
2.77,-0.06,-0.025
2.771,-0.05,-0.025
2.772,-0.045,-0.03
2.773,-0.04,-0.03
2.774,-0.03,-0.03
2.775,-0.04,-0.035
2.776,-0.06,-0.035
2.777,-0.06,-0.04
2.778,-0.065,-0.04
2.779,-0.07,-0.04
2.78,-0.065,-0.04
2.781,-0.055,-0.04
2.782,-0.045,-0.04
2.783,-0.045,-0.04
2.784,-0.045,-0.035
2.785,-0.055,-0.035
2.786,-0.05,-0.03
2.787,-0.055,-0.03
2.788,-0.07,-0.03
2.789,-0.07,-0.03
2.79,-0.065,-0.03
2.791,-0.06,-0.035
2.792,-0.045,-0.04
2.793,-0.04,-0.04
2.794,-0.05,-0.045
2.795,-0.055,-0.045
2.796,-0.05,-0.045
2.797,-0.06,-0.04
2.798,-0.07,-0.04
2.799,-0.07,-0.035
2.8,-0.06,-0.035
2.801,-0.055,-0.035
2.802,-0.055,-0.04
2.803,-0.045,-0.045
2.804,-0.055,-0.055
2.805,-0.065,-0.06
2.806,-0.07,-0.065
2.807,-0.065,-0.065
2.808,-0.075,-0.065
2.809,-0.085,-0.065
2.81,-0.07,-0.06
2.811,-0.06,-0.055
2.812,-0.05,-0.05
2.813,-0.05,-0.045
2.814,-0.045,-0.045
2.815,-0.055,-0.045
2.816,-0.065,-0.045
2.817,-0.055,-0.045
2.818,-0.065,-0.045
2.819,-0.07,-0.05
2.82,-0.055,-0.05
2.821,-0.055,-0.05
2.822,-0.06,-0.05
2.823,-0.04,-0.05
2.824,-0.03,-0.05
2.825,-0.05,-0.05
2.826,-0.065,-0.05
2.827,-0.085,-0.05
2.828,-0.065,-0.05
2.829,-0.07,-0.05
2.83,-0.06,-0.055
2.831,-0.04,-0.055
2.832,-0.045,-0.055
2.833,-0.045,-0.055
2.834,-0.04,-0.055
2.835,-0.055,-0.055
2.836,-0.065,-0.055
2.837,-0.08,-0.055
2.838,-0.09,-0.055
2.839,-0.08,-0.05
2.84,-0.065,-0.05
2.841,-0.05,-0.045
2.842,-0.05,-0.045
2.843,-0.05,-0.045
2.844,-0.055,-0.045
2.845,-0.07,-0.05
2.846,-0.06,-0.05
2.847,-0.065,-0.055
2.848,-0.065,-0.055
2.849,-0.08,-0.06
2.85,-0.065,-0.06
2.851,-0.055,-0.06
2.852,-0.045,-0.06
2.853,-0.045,-0.06
2.854,-0.045,-0.065
2.855,-0.055,-0.065
2.856,-0.065,-0.065
2.857,-0.065,-0.07
2.858,-0.075,-0.07
2.859,-0.075,-0.07
2.86,-0.065,-0.075
2.861,-0.04,-0.07
2.862,-0.04,-0.07
2.863,-0.035,-0.065
2.864,-0.04,-0.06
2.865,-0.045,-0.06
2.866,-0.06,-0.055
2.867,-0.055,-0.055
2.868,-0.075,-0.06
2.869,-0.07,-0.06
2.87,-0.055,-0.065
2.871,-0.035,-0.075
2.872,-0.045,-0.08
2.873,-0.045,-0.085
2.874,-0.055,-0.09
2.875,-0.065,-0.09
2.876,-0.07,-0.085
2.877,-0.075,-0.08
2.878,-0.09,-0.075
2.879,-0.07,-0.07
2.88,-0.055,-0.065
2.881,-0.05,-0.06
2.882,-0.04,-0.06
2.883,-0.04,-0.065
2.884,-0.04,-0.065
2.885,-0.065,-0.07
2.886,-0.06,-0.07
2.887,-0.085,-0.07
2.888,-0.075,-0.07
2.889,-0.075,-0.07
2.89,-0.05,-0.065
2.891,-0.03,-0.06
2.892,-0.01,-0.055
2.893,0,-0.055
2.894,-0.015,-0.055
2.895,-0.025,-0.055
2.896,-0.04,-0.055
2.897,-0.05,-0.05
2.898,-0.045,-0.05
2.899,-0.035,-0.05
2.9,-0.02,-0.045
2.901,-0.01,-0.04
2.902,0,-0.035
2.903,0.02,-0.03
2.904,-0.01,-0.025
2.905,-0.02,-0.02
2.906,-0.01,-0.02
2.907,-0.01,-0.02
2.908,-0.015,-0.02
2.909,0,-0.02
2.91,0.025,-0.02
2.911,0.03,-0.015
2.912,0.04,-0.005
2.913,0.04,0
2.914,0.05,0.015
2.915,0.055,0.025
2.916,0.07,0.035
2.917,0.07,0.045
2.918,0.075,0.055
2.919,0.085,0.065
2.92,0.105,0.07
2.921,0.12,0.075
2.922,0.13,0.08
2.923,0.135,0.085
2.924,0.115,0.09
2.925,0.11,0.09
2.926,0.1,0.095
2.927,0.085,0.1
2.928,0.08,0.1
2.929,0.1,0.1
2.93,0.1,0.1
2.931,0.11,0.095
2.932,0.105,0.09
2.933,0.115,0.085
2.934,0.105,0.08
2.935,0.105,0.075
2.936,0.09,0.075
2.937,0.095,0.075
2.938,0.08,0.075
2.939,0.085,0.08
2.94,0.105,0.085
2.941,0.105,0.085
2.942,0.12,0.09
2.943,0.12,0.09
2.944,0.11,0.09
2.945,0.09,0.09
2.946,0.09,0.09
2.947,0.08,0.09
2.948,0.065,0.085
2.949,0.075,0.085
2.95,0.09,0.085
2.951,0.095,0.085
2.952,0.095,0.08
2.953,0.12,0.08
2.954,0.1,0.08
2.955,0.09,0.075
2.956,0.1,0.075
2.957,0.085,0.07
2.958,0.07,0.07
2.959,0.07,0.07
2.96,0.085,0.07
2.961,0.1,0.07
2.962,0.1,0.07
2.963,0.09,0.07
2.964,0.1,0.07
2.965,0.085,0.07
2.966,0.085,0.07
2.967,0.07,0.065
2.968,0.07,0.065
2.969,0.075,0.06
2.97,0.075,0.055
2.971,0.07,0.055
2.972,0.085,0.05
2.973,0.07,0.045
2.974,0.07,0.04
2.975,0.055,0.035
2.976,0.045,0.03
2.977,0.03,0.03
2.978,0.03,0.03
2.979,0.05,0.04
2.98,0.08,0.06
2.981,0.14,0.085
2.982,0.215,0.13
2.983,0.26,0.18
2.984,0.305,0.25
2.985,0.365,0.325
2.986,0.415,0.415
2.987,0.495,0.505
2.988,0.595,0.595
2.989,0.73,0.675
2.99,0.85,0.74
2.991,0.865,0.78
2.992,0.86,0.795
2.993,0.81,0.775
2.994,0.73,0.725
2.995,0.635,0.645
2.996,0.545,0.545
2.997,0.425,0.43
2.998,0.315,0.31
2.999,0.205,0.195
3,0.09,0.1
3.001,0.01,0.03
3.002,0.01,-0.015
3.003,0.04,-0.035
3.004,0.03,-0.03
3.005,0.04,-0.015
3.006,0.05,0.01
3.007,0.07,0.035
3.008,0.09,0.06
3.009,0.115,0.075
3.01,0.12,0.085
3.011,0.13,0.085
3.012,0.13,0.085
3.013,0.12,0.085
3.014,0.11,0.08
3.015,0.105,0.08
3.016,0.095,0.085
3.017,0.085,0.085
3.018,0.09,0.085
3.019,0.1,0.09
3.02,0.105,0.085
3.021,0.11,0.085
3.022,0.125,0.08
3.023,0.125,0.075
3.024,0.11,0.075
3.025,0.105,0.07
3.026,0.105,0.065
3.027,0.085,0.065
3.028,0.09,0.065
3.029,0.105,0.065
3.03,0.105,0.06
3.031,0.11,0.06
3.032,0.115,0.06
3.033,0.12,0.06
3.034,0.105,0.06
3.035,0.095,0.06
3.036,0.095,0.065
3.037,0.085,0.065
3.038,0.095,0.07
3.039,0.11,0.07
3.04,0.12,0.075
3.041,0.125,0.075
3.042,0.135,0.075
3.043,0.145,0.075
3.044,0.13,0.075
3.045,0.11,0.075
3.046,0.105,0.075
3.047,0.11,0.075
3.048,0.115,0.075
3.049,0.13,0.08
3.05,0.125,0.085
3.051,0.145,0.09
3.052,0.16,0.095
3.053,0.15,0.1
3.054,0.135,0.105
3.055,0.12,0.105
3.056,0.12,0.105
3.057,0.12,0.105
3.058,0.12,0.105
3.059,0.135,0.105
3.06,0.145,0.105
3.061,0.165,0.105
3.062,0.175,0.105
3.063,0.165,0.11
3.064,0.16,0.11
3.065,0.165,0.115
3.066,0.165,0.12
3.067,0.15,0.12
3.068,0.145,0.12
3.069,0.155,0.12
3.07,0.155,0.12
3.071,0.155,0.12
3.072,0.16,0.12
3.073,0.145,0.12
3.074,0.165,0.12
3.075,0.175,0.12
3.076,0.165,0.125
3.077,0.155,0.13
3.078,0.175,0.14
3.079,0.19,0.145
3.08,0.2,0.15
3.081,0.225,0.16
3.082,0.22,0.165
3.083,0.23,0.17
3.084,0.23,0.175
3.085,0.24,0.185
3.086,0.23,0.19
3.087,0.225,0.2
3.088,0.245,0.205
3.089,0.255,0.215
3.09,0.26,0.22
3.091,0.29,0.23
3.092,0.285,0.235
3.093,0.27,0.24
3.094,0.265,0.245
3.095,0.295,0.25
3.096,0.315,0.255
3.097,0.3,0.255
3.098,0.3,0.26
3.099,0.3,0.26
3.1,0.31,0.265
3.101,0.325,0.27
3.102,0.32,0.27
3.103,0.325,0.275
3.104,0.315,0.275
3.105,0.315,0.28
3.106,0.305,0.28
3.107,0.3,0.285
3.108,0.305,0.285
3.109,0.315,0.285
3.11,0.31,0.285
3.111,0.31,0.28
3.112,0.305,0.275
3.113,0.295,0.27
3.114,0.285,0.26
3.115,0.27,0.245
3.116,0.24,0.235
3.117,0.225,0.22
3.118,0.22,0.21
3.119,0.22,0.195
3.12,0.22,0.185
3.121,0.21,0.175
3.122,0.195,0.165
3.123,0.165,0.15
3.124,0.15,0.14
3.125,0.14,0.125
3.126,0.135,0.11
3.127,0.1,0.095
3.128,0.1,0.085
3.129,0.095,0.07
3.13,0.12,0.065
3.131,0.105,0.055
3.132,0.1,0.05
3.133,0.08,0.045
3.134,0.05,0.04
3.135,0.035,0.035
3.136,0.025,0.025
3.137,0.015,0.015
3.138,0.005,0.005
3.139,0.02,-0.01
3.14,0.02,-0.02
3.141,0.02,-0.03
3.142,0.03,-0.035
3.143,0.015,-0.04
3.144,-0.01,-0.045
3.145,-0.035,-0.045
3.146,-0.03,-0.045
3.147,-0.02,-0.04
3.148,-0.015,-0.045
3.149,-0.01,-0.045
3.15,0,-0.045
3.151,0.005,-0.05
3.152,0.005,-0.055
3.153,-0.02,-0.06
3.154,-0.03,-0.06
3.155,-0.045,-0.06
3.156,-0.04,-0.06
3.157,-0.035,-0.06
3.158,-0.03,-0.06
3.159,-0.03,-0.06
3.16,-0.015,-0.06
3.161,-0.015,-0.065
3.162,-0.01,-0.07
3.163,-0.035,-0.07
3.164,-0.045,-0.075
3.165,-0.045,-0.08
3.166,-0.055,-0.08
3.167,-0.055,-0.08
3.168,-0.03,-0.08
3.169,-0.025,-0.08
3.17,-0.025,-0.075
3.171,-0.03,-0.075
3.172,-0.04,-0.07
3.173,-0.055,-0.07
3.174,-0.065,-0.07
3.175,-0.07,-0.07
3.176,-0.075,-0.075
3.177,-0.07,-0.075
3.178,-0.055,-0.075
3.179,-0.035,-0.075
3.18,-0.03,-0.075
3.181,-0.025,-0.075
3.182,-0.04,-0.075
3.183,-0.055,-0.075
3.184,-0.07,-0.08
3.185,-0.09,-0.085
3.186,-0.085,-0.085
3.187,-0.065,-0.09
3.188,-0.06,-0.095
3.189,-0.045,-0.095
3.19,-0.045,-0.1
3.191,-0.03,-0.095
3.192,-0.04,-0.095
3.193,-0.055,-0.09
3.194,-0.06,-0.09
3.195,-0.06,-0.085
3.196,-0.07,-0.085
3.197,-0.055,-0.085
3.198,-0.05,-0.085
3.199,-0.035,-0.085
3.2,-0.03,-0.08
3.201,-0.025,-0.08
3.202,-0.03,-0.08
3.203,-0.045,-0.075
3.204,-0.05,-0.075
3.205,-0.06,-0.075
3.206,-0.065,-0.07
3.207,-0.055,-0.07
3.208,-0.045,-0.075
